ten_cay,loai_benh,nguyen_nhan,trieu_chung,cach_dieu_tri
Đậu phộng,Bệnh rỉ sắt,"Do nấm Puccinia Arachidis gây ra. Mầm bệnh tồn tại từ tàn dư của mùa vụ trước hoặc lây lan qua nước, gió, côn trùng. Nấm bệnh phát triển mạnh trong môi trường thời tiết không ổn định, sương mù nhiều, có độ ẩm lớn. Cấu trúc bụi của cây lạc cũng làm cho bệnh lây nhiễm nhanh hơn.","Khi thăm vườn, bà con sẽ phát hiện các vết đốm nhỏ có đường kính 0,5 – 1,5 mm, màu cam hoặc nâu đỏ, giống như vết gỉ sắt ở kim loại. Bệnh rỉ sắt trên đậu phộng thường xuất hiện ở hầu hết các bộ phận của cây như: Lá, cuống, thân, cành, hoa và cả quả. Theo thời gian, vết bệnh sẽ lan dần và phát triển dẫn tới sự hư hại, khiến lá khô rồi rụng.","{'Phòng ngừa': ['Lựa chọn những cây giống khỏe mạnh, có khả năng phát triển mạnh.', 'Cắt tỉa lá hoặc tiêu hủy những cây đậu phộng bị bệnh rỉ sắt để hạn chế lây lan.', 'Cung cấp những dưỡng chất dinh dưỡng cần thiết để cây phát triển thuận lợi.', 'Thăm vườn thường xuyên để kịp thời phát hiện dấu hiệu của bệnh.'], 'Điều trị': ['Sử dụng thuốc hóa học: Đối với những vườn bệnh nghiêm trọng, thuốc hóa học có thể tiêu diệt nấm hại. Tuy nhiên, cần lưu ý sử dụng đúng liều lượng để tránh hủy hoại đất đai, ảnh hưởng hệ vi sinh vật và sức khỏe người nông dân.', 'Sử dụng thuốc đặc trị bệnh rỉ sắt đậu phộng Phy FusaCo (an toàn cho cây):', '  - Thành phần: Vi sinh tổng số 1×10^5 (Bacillus subtillis, Trichoderma spp, Chaetomium spp) sản xuất nhờ kết hợp bào tử những chuẩn nấm đối kháng có lợi với hoạt chất Enzyme ngoại bào.', '  - Công dụng: Tiêu diệt nấm nhanh chóng và an toàn; tăng cường sức đề kháng, miễn dịch cho đậu phộng; nâng cao chất lượng nông sản; không gây độc hại cho môi trường.', '  - Hướng dẫn sử dụng:', '    - Phun trị cây đậu phộng bị bệnh rỉ sắt: Pha 250ml Phy FusaCo với 400 – 600 lít nước sạch, phun đều lá, thân, cành và vùng dưới gốc cây. Sử dụng cách nhau 5 – 7 ngày/lần.', '    - Phun phòng cây đậu phộng bị bệnh rỉ sắt: Pha 250ml Phy FusaCo với 800 – 1000 lít nước. Phun định kỳ 15 – 30 ngày/lần.']}"
Sầu riêng,Đen múi (hay còn gọi là Sượng trái),"Thời tiết nắng nóng, khắc nghiệt (nhiệt độ > 35 độ C, độ ẩm RH < 45%, lượng gió cao) làm quá trình thoát hơi nước mạnh, cây khó hấp thụ dinh dưỡng (N, K) và nước. | Thiếu nguyên tố Bo. | Sử dụng phân chứa gốc Clo (KCL). | Đất trồng nhiễm mặn có lượng NaCl quá cao. | Môi trường khắc nghiệt gây stress nặng cho cây, rối loạn quá trình sinh lý sinh dưỡng, làm khó khăn trong chuyển hóa tinh bột, đường, chất béo. | Cây được nhân giống bằng hạt, cây còn tơ và mới ra trái 1-2 năm (do sinh trưởng mạnh, dễ ra đọt non, dẫn đến cạnh tranh dinh dưỡng trong quá trình nuôi trái).",Diễn ra ở giai đoạn sau 70 ngày tính từ lúc đậu trái. | Múi sầu riêng bị đen (hiện tượng sượng trái). | Cây tơ và mới ra trái 1-2 năm dễ bị đen múi hơn cây trưởng thành. | Trái có kích thước nhỏ khó bị sượng hơn trái lớn.,"{'Phương pháp chăm sóc phòng ngừa': ['Chọn những giống sầu riêng sạch bệnh, có khả năng phát triển tốt trước các yếu tố khắc nghiệt từ môi trường.', 'Bón phân cho cây cẩn thận, không quá dư hoặc quá thiếu, nhất là giai đoạn trái đang sinh trưởng.', 'Thường xuyên thăm vườn và quan sát để nhận thấy dấu hiệu bất thường của cây, kịp thời đưa ra biện pháp phòng ngừa.', 'Cắt tỉa những cành, chồi non, quả bị đen múi để tránh bệnh phát triển và lây lan.'], 'Sử dụng thuốc hóa học (khi bệnh xuất hiện trên nhiều cây, mật độ dày đặc, khó kiểm soát)': {'Lưu ý cảnh báo': 'Các thành phần trong thuốc hóa học có thể ảnh hưởng nghiêm trọng đến đất đai, nước, môi trường và sức khỏe người nông dân nếu sử dụng không đúng liều lượng.', 'Sản phẩm đề xuất (từ AQ)': [{'Tên thuốc': 'Tribe Vacci Gold', 'Thành phần': 'Tế bào tử nấm đối kháng với tác nhân gây bệnh, các hoạt chất sinh học (chất chuyển hóa, Enzyme ngoại bào), chủng vi khuẩn có lợi trên nền chitosan dạng Nano bền vững.', 'Công dụng': 'Hỗ trợ cây giảm thiểu stress, tăng khả năng thụ phấn và đậu trái, tăng năng suất và chất lượng quả, bổ sung chất vi lượng cần thiết, an toàn với môi trường và sức khỏe.'}, {'Tên thuốc': 'Kfruit', 'Thành phần': 'Dung dịch lên men vi sinh hữu cơ, axit amin, các nguyên tố trung vi lượng (Kẽm, Magie) với hàm lượng cao.', 'Công dụng': 'Hỗ trợ cây giảm thiểu stress, tăng khả năng thụ phấn và đậu trái, tăng năng suất và chất lượng quả, bổ sung chất vi lượng cần thiết, an toàn với môi trường và sức khỏe.'}], 'Hướng dẫn sử dụng (kết hợp Tribe Vacci Gold và Kfruit)': 'Hòa Tribe + Kfruit với 400 lít nước rồi phun đều trái, thân, lá. Tưới thêm Biosoil để bộ rễ cân bằng dinh dưỡng, hạn chế việc đen múi, cháy múi. Có thể áp dụng được cho các kỹ thuật canh tác bằng máy bay.'}}"
"Cây trồng nói chung (đặc biệt dưa leo, bầu bí, cà chua)","Bệnh xoăn lá, xoăn ngọn và sượng trái","Do virus | Do nấm Taphrina | Thiếu hụt dinh dưỡng quan trọng (canxi, magie, kẽm) dẫn đến cây yếu ớt | Sử dụng sản phẩm phân bón hoặc thuốc bảo vệ thực vật không đúng liều lượng hoặc không đúng cách","Lá bị cong, xoăn, cuộn lại bất thường (mép lá có thể cong lên hoặc uốn xuống) | Lá xuất hiện các vết vàng, trắng hoặc chuyển sang nâu, đôi khi loang lổ màu sắc không đều | Kích thước lá nhỏ hơn bình thường, phát triển không đều | Cây phát triển chậm, có thể không ra hoa, kết quả như bình thường | Bệnh xoăn lá còn đi kèm với sự suy giảm hệ thống rễ cây, làm cây yếu ớt, còi cọc | Cây bị xoăn lá cho quả kém chất lượng, không đạt tiêu chuẩn về kích thước, màu sắc, hương vị | Bệnh lây lan nhanh chóng qua các cây khác trong vườn | Hiện tượng sượng trái","{'Phòng ngừa chung': ['Chọn giống cây trồng có khả năng kháng bệnh, chống lại các loại virus, nấm gây bệnh', 'Sử dụng biện pháp kiểm soát côn trùng (đặt bẫy dính, nuôi thiên địch tự nhiên như bọ rùa, ong)', 'Cung cấp đầy đủ dinh dưỡng cần thiết cho cây trồng như canxi, kẽm, đạm', 'Vệ sinh sạch sẽ dụng cụ làm vườn trước, sau khi sử dụng', 'Thực hiện luân canh cây trồng', 'Sử dụng phân bón hữu cơ hoặc phân bón sinh học'], 'Sử dụng sản phẩm chuyên biệt': {'Tên sản phẩm': 'Thuốc trị bệnh xoăn lá, sượng trái Tribe Vacci Gold', 'Thành phần chính': 'Chitosan 1.000 ppm, pHH2O 5,2; tỷ trọng 1.12. Chứa hàng tỷ tế bào nấm đối kháng Chaetomium spp (tổng hợp Chaetoglobosin C, Chaetomanone, Rotiorins), kết hợp với chủng vi khuẩn Rhodopseudomonas spp trên nền Chitosan.', 'Công dụng': ['Phòng trừ hiệu quả bệnh xoăn lá, ngăn ngừa sự lây nhiễm bệnh', 'Cô lập chủng virus xâm hại cây trồng, giải quyết tốt các vấn đề xoăn lá, xoăn ngọn, hay hiện tượng sượng trái', 'Nâng cao sức kháng của cây, cải thiện hiệu quả năng suất cây trồng'], 'Hướng dẫn sử dụng': {'Phun trị bệnh': 'Pha 250ml sản phẩm cùng 400-600 lít nước, tưới toàn bộ tán lá, vùng dưới gốc định kỳ 5-7 ngày/lần.', 'Phun phòng bệnh': 'Pha 250ml sản phẩm cùng 800-1000 lít nước, thực hiện định kỳ từ 1-2 lần/tháng.'}}}"
Cây trồng nói chung,"['Bệnh nứt thân', 'Bệnh thán thư', 'Bệnh sương mai', 'Bệnh héo rũ', 'Bệnh cháy lá']",Không được đề cập cụ thể trong bài viết.,Không được đề cập cụ thể trong bài viết.,Phòng trừ bằng sản phẩm Tribe Vacci Gold (theo công dụng của sản phẩm).
Hoa cúc,Bệnh đốm lá,"Do nấm Septoria chrysanthemi Halst gây ra. Môi trường có độ ẩm cao (giọt sương, giọt nước) và nhiệt độ từ 23 – 28 độ C là điều kiện thuận lợi cho bào tử nấm nảy mầm. Nguồn bệnh chủ yếu là dạng sợi nấm và quả cành còn tồn tại trên tàn dư của cây trên đồng ruộng.","Ban đầu, lá xuất hiện một điểm màu nâu xám trông như mũi kim. Sau đó, vết bệnh lan rộng tạo thành hình tròn hoặc bầu dục, ở giữa có màu trắng xám với đường kính từ 0,5 – 1cm. Khi bệnh trở nặng, các vết bệnh liên kết lại tạo thành những mảng lớn. Về sau, hình thành các chấm nhỏ màu đen (quả cành của nấm). Nếu gặp mưa nhiều, mô bệnh sẽ bị thối nhũn, chuyển sang màu đen và dễ bị rách nứt.","{'Phòng ngừa': ['Lựa chọn những giống hoa cúc sạch bệnh.', 'Cắt tỉa loại bỏ những cây đã bị nhiễm bệnh để tránh lây lan.', 'Thường xuyên thăm vườn và quan sát kỹ lá cây để phát hiện kịp thời.', 'Bổ sung những chất dinh dưỡng cần thiết để cây phát triển khỏe mạnh.', 'Cào xới đất trong vườn để tránh mầm bệnh tồn tại.'], 'Sử dụng thuốc (khuyến nghị sinh học)': {'Tên thuốc': 'Phy FusaCo', 'Thành phần': '1,5×10^8 vi sinh tổng số: Chaetomium spp, Trichoderma spp, Bacillus subtilis (được tổng hợp theo công nghệ kết hợp bào tử nấm đối kháng có lợi cùng hoạt chất Enzym – Nano chitosan).', 'Công dụng chính': 'Phòng trừ các bệnh hại do nấm như Septoria chrysanthemi Halst, Fusarium, Phytophthora Colletotrichum (gây đốm lá, nứt thân, thán thư, xì mủ, chết dây, sương mai, ghẻ loét, thối thân). Tăng cường sức kháng cho cây.', 'Hướng dẫn sử dụng': {'Phun trị nấm': 'Pha 250ml Phy FusaCo với 400-600 lít nước. Phun đều vùng dưới gốc và các bộ phận của cây, cách nhau 5-7 ngày/lần.', 'Phun phòng nấm': 'Pha 250ml Phy FusaCo với 800-1000 lít nước sạch. Phun cách nhau 15-30 ngày/lần (tùy vào độ lớn và mức độ nhiễm bệnh trong vườn).'}}}"
Sầu riêng,Nứt trái,"Tưới nước không đúng cách (thiếu nước, dư nước hoặc tưới không đều) | Nhiệt độ thay đổi đột ngột (từ lạnh sang nóng) | Ánh sáng mặt trời quá mạnh và trực tiếp | Thiếu canxi và kali trong quá trình bón phân và cung cấp chất dinh dưỡng","Trên quả sầu bắt đầu xuất hiện những vết nứt, rạn (có thể nằm ngang hoặc chạy dọc theo quả) | Những vết nứt có sự thay đổi màu sắc (có thể là màu đen) hoặc bị bong tróc ra | Quả sầu riêng có thể bị rụng sớm | Dáng của quả sầu bị móp méo, không được tròn, đều như bình thường","{'Biện pháp canh tác và phòng ngừa': ['Lựa chọn những giống sầu riêng to khỏe, sạch bệnh, có sức đề kháng tốt', 'Duy trì lượng nước vừa đủ cho vườn sầu riêng, tránh thiếu nước và theo dõi độ ẩm của đất để căn chỉnh phù hợp', 'Sử dụng những mảng che hoặc lưới che nắng để giảm tác động của ánh sáng mặt trời lên trái', 'Sử dụng phân bón có chứa nhiều canxi và kali để cung cấp đầy đủ chất dinh dưỡng cần thiết', 'Chủ động theo dõi và kiểm tra vườn sầu thường xuyên để kịp thời phát hiện dấu hiệu bất thường (nhất là vào giai đoạn ra hoa đậu quả)', 'Tìm hiểu và sử dụng những sản phẩm sinh học để hạn chế tối đa ảnh hưởng xấu'], 'Sử dụng sản phẩm chuyên dụng': {'Tên sản phẩm': 'Phân bón sinh học AQ54 Kfruit', 'Thành phần chính': 'Kẽm (Zn): 1.000 mg/l; Bo (B): 3.500 mg/l; pHH2O: 6; Tỷ trọng: 1.1. Được điều chế từ công nghệ lên men vi sinh hữu cơ, axit amin và các trung vi lượng (magie, kẽm, Mg, Ca, S, Bo, Zn, Cu, Fe, Mn), đặc biệt có Chitosan dạng Nano.', 'Công dụng': ['Hạn chế tình trạng trái non, rụng sớm, sượng trái, khô trái, nứt trái', 'Hỗ trợ tăng cường chất dinh dưỡng để nuôi trái, giúp trái bóng, khỏe', 'Tăng sức đề kháng cho cây, chống chịu lại khí hậu khắc nghiệt', 'Hỗ trợ quá trình thụ phấn, tăng tỷ lệ ra hoa đậu quả, nâng cao chất lượng trái'], 'Hướng dẫn sử dụng': ['Pha 500ml dung dịch sản phẩm với 200 – 400 lít nước, phun đều lên trên tán lá cây hoặc khu vực dưới gốc', 'Sử dụng vào giai đoạn hoa nở rộ, quả còn non và giai đoạn nuôi quả', 'Nên sử dụng sản phẩm khi trời mát mẻ và có định kỳ để nâng cao hiệu quả', 'Có thể dùng cho tất cả các loại cây trồng khác như mít, chôm chôm, xoài, bưởi, cam, cà chua, măng cụt, v.v.']}}"
Măng cụt,Bị sượng trái,"Côn trùng chích hút làm rỉ nhựa vào cơm trái, khiến thịt bên trong bị hư hại. | Gió mạnh làm thân, cành bị hư hại. | Dư nước. | Nấm bệnh tấn công. | Rối loạn dinh dưỡng. | Mưa to liên tục khoảng 2 – 3 tuần trước khi quả chín khiến cây hút nhiều nước một cách đột ngột, làm mạch nhựa bị vỡ và rỉ nhựa ra ngoài.","Vỏ trái bị xì mủ ra. | Thịt trái bị sượng đi. | Nhựa rỉ vào cơm trái khiến quả bị sượng múi, thịt trái bị hư hại nghiêm trọng, không thể ăn được. | Ở một số trường hợp, khi mủ chảy phía trong thì trên cuống trái sẽ có vết thâm.","{'Chăm sóc phòng ngừa': ['Chọn những giống măng cụt khỏe mạnh, có khả năng sinh trưởng tốt.', 'Cung cấp cho cây những dưỡng chất cần thiết để phát triển.', 'Thường xuyên thăm vườn và quan sát kỹ quả để phát hiện kịp thời các dấu hiệu sượng quả.', 'Cắt tỉa những quả đã bị sượng, tránh để mầm bệnh phát triển và lây lan.', 'Xiết gốc cây để khi có mưa nhiều thì mạch nhựa rỉ sẽ chảy ra ngoài.'], 'Sử dụng thuốc hóa học': [{'Tên thuốc': 'Tribe Vacci Gold và Kfruit (chống sượng trái)', 'Thành phần chính': {'Tribe Vacci Gold': '1.000 ppm, pHH2O: 5.2, Tỷ trọng: 1.12, Chế phẩm chứa hàng tỷ tế bào nấm Chaetomium spp cùng hoạt chất sinh học (Enzyme ngoại bào và chất chuyển hóa).', 'Kfruit': 'Bo: 3.500 mg/l, pHH2O: 6, Kẽm: 1.000 mg/l, Tỷ trọng: 1.1, sản xuất theo công nghệ lên men vi sinh AT tạo thành nhiều axit amin, dinh dưỡng hữu cơ và bổ sung nhiều trung vi lượng.'}, 'Công dụng': 'Tiêu diệt nấm hại tấn công cây, bảo vệ măng cụt phát triển khỏe mạnh không bị nứt, sượng trái. Cung cấp chất dinh dưỡng, nâng cao sức đề kháng. An toàn với môi trường và sức khỏe người dùng.', 'Hướng dẫn sử dụng': ['**Tribe Vacci Gold:**', '- Phun phòng: Pha 250ml với 400 – 600 lít nước. Phun định kỳ 5 – 7 ngày/ lần, tưới kỹ tán lá và gốc cây.', '- Phun trị: Pha 250ml với 800 – 1000 lít nước. Phun từ 1 – 2 lần/ tháng, kỹ đều tán lá.', '- Có thể bổ sung thêm 100ml Vi Amen cho 300 lít nước cho trường hợp măng cụt bị suy yếu.', '**Kfruit:**', '- Hòa 500ml với 200 – 400 lít nước rồi phun đều tán lá hoặc tưới gốc cây. Sử dụng trong giai đoạn ra hoa, quả và nuôi trái. Nên sử dụng trong thời tiết mát mẻ và thường xuyên để tăng hiệu quả.']}, {'Tên thuốc': 'Mebe Pa (trị côn trùng chích hút)', 'Thành phần chính': '1x10^8 tổng số vi sinh (Nấm 4 màu: Beauveria sp, Metarhizium sp, Verticillium sp,…)', 'Công dụng': 'Kiểm soát côn trùng hút chích hiệu quả, bảo vệ măng cụt không bị sượng trái. Vi nấm trong thuốc nhiễm vào côn trùng rồi mọc tơ và sinh ra các bào tử đốt bụng, chân làm cho chúng ngừng ăn rồi chết. Thuốc có độ hiệu quả cao, bền vững và an toàn với sức khỏe người nông dân.', 'Hướng dẫn sử dụng': ['- Phun trị: Pha 20g Mebe Pa với 20 lít nước. Phun đều lên tán lá và các bộ phận của cây, dùng cách nhau từ 5 – 10 ngày/ lần.', '- Phun phòng: Pha 10g Mebe Pa với 20 lít nước sau đó phun đều ướt cả 2 mặt lá và thân cây, vùng dưới tán. Định kỳ phun hiệu quả từ 15 – 30 ngày/ lần (1 vụ/ 3 – 5 lần).', '- Thuốc có thể sử dụng cho kỹ thuật phun bằng máy bay.']}]}"
Bí đao,Xoăn đọt (còn gọi là bệnh xoăn lá),"Virus (đặc biệt là Virus Mosaic) | Côn trùng hút chích (bọ trĩ, rệp) là tác nhân môi giới truyền virus. | Nhiệt độ cao, thời tiết nắng nóng là môi trường thuận lợi cho côn trùng môi giới sinh sôi và truyền bệnh.","{'Trên lá': 'Xuất hiện những vết đốm nhỏ, màu xanh hoặc vàng nhạt loang lổ. Sau đó, lan rộng dần làm cho đọt bị nhăn nheo và lá xoắn lại. Rìa lá bị cuốn cong và thiên vào bên trong, co rúm lại. Lá bị bệnh trở nên giòn và dày hơn, chuyển từ màu xanh nhạt sang xanh đậm rồi ngả vàng, rụng.', 'Trên thân': 'Đốt thân bị ngắn đi, cây chùng xuống và bị lùn, trở nên còi cọc, phát triển kém.'}","{'Phương pháp chăm sóc phòng ngừa': ['Lựa chọn giống bí đao sạch bệnh, có khả năng phát triển mạnh.', 'Cắt tỉa, loại bỏ những lá bị xoăn để tránh tạo môi trường cho virus phát triển.', 'Thường xuyên thăm vườn để phát hiện và xử lý kịp thời.', 'Bổ sung chất dinh dưỡng cần thiết giúp cây tăng sức đề kháng.']} | {'Sử dụng thuốc hóa học': ['Dùng thuốc hóa học để tiêu diệt tác nhân gây bệnh nhanh chóng và hiệu quả (lưu ý tác hại đến đất và sức khỏe người phun).']} | {'Sử dụng thuốc phòng trị Tribe Vacci Gold (an toàn cho cây)': {'Thành phần': 'Chitosan: 1.000 ppm, pHH2O. Tỷ trọng 1.12. Chứa hàng tỷ tế bào tử nấm đối kháng có lợi và hoạt chất sinh học chiết xuất từ chủng nấm lợi, vi khuẩn mạnh.', 'Công dụng': 'Cô lập chủng virus xâm nhập, hạn chế xoăn ngọn, xoăn lá, sượng trái. Phòng ngừa virus gây hại, lây nhiễm. Nâng cao sức đề kháng, chất lượng nông sản.', 'Hướng dẫn sử dụng': {'Phun trị': 'Pha 250ml Tribe Vacci Gold với 400 – 600 lít nước sạch. Phun toàn bộ tán lá và vùng dưới gốc. Phun định kỳ 5 – 7 lần/ngày.', 'Phun phòng': 'Pha 250ml Tribe Vacci Gold với 800 – 1000 lít nước sạch. Phun đều và định kỳ 1 – 2 lần/tháng.', 'Trường hợp bí đao suy yếu': 'Bổ sung 100ml Vi Amen cùng 300 lít nước.'}}}"
Măng cụt,"Măng cụt bị vàng (Gamboge, nứt thân xì mủ, vàng nhựa)","Tuổi cây: Những vườn măng cụt tuổi nhỏ, mới trồng dễ bị bệnh hơn so với cây lâu năm. | Bón thừa đạm: Gây mất cân bằng dinh dưỡng, khiến trái lớn nhanh nhưng chất lượng kém do thiếu Canxi và Boron. | Lượng mưa tăng cao: Gây sốc nước, nứt vỏ ở trái, làm rỉ chất đường và axit tạo thành bệnh xì mủ. Bên trong trái cũng có thể có màu vàng. | Bọ trĩ: Chích hút nhựa ở vỏ và cuống trái, tạo vết nứt trên vỏ, góp phần gây bệnh xì mủ. | Nấm Phytophthora: Xâm nhiễm cuống trái (gây thâm đen cuống), làm tình trạng nhựa vàng nặng hơn.","Trên vỏ trái có các chấm nhỏ vàng đậm rải rác, theo suốt quá trình phát triển đến khi thu hoạch, càng lớn càng to gây hiện tượng đốm trái. | Vỏ trái trơn hoặc nứt nẻ thành từng mảng nhỏ. | Thịt măng cụt nở to, bị sượng, có dịch nhầy màu vàng bám bên trên, để lâu sẽ gây thối trái. | Một số trái có múi trong, khác với múi màu trắng đục bình thường. | Nặng hơn là thân cây cũng xuất hiện tình trạng xì mủ vàng rải rác khắp thân.","{'Phòng ngừa và chăm sóc': ['Khiển đọt non ra đồng loạt để thu hoạch măng cụt trước mùa mưa.', 'Sau thu hoạch: tiến hành cắt tỉa cành măng cụt bị sâu bệnh, cành vượt, cành già.', 'Bón đúng phân theo từng giai đoạn sinh trưởng của cây: ưu tiên phân nhiều đạm sau thu hoạch (phân chuồng + NPK 20-20-10); ưu tiên phân có hàm lượng kali cao giai đoạn nhú đọt và sau trổ bông (NPK 8-24-24 và NPK 13-13-21).', 'Kiểm soát độ ẩm đất ở mức phù hợp, tránh tình trạng úng nước.', 'Bổ sung Canxi và Boron giúp tăng năng suất, trái lớn, vỏ cứng, hạn chế nứt vỏ.', 'Trước khi thu hoạch: không cần tưới nước, chỉ nên duy trì độ ẩm đất từ 50 – 55% và che bạt tránh ánh nắng trực tiếp.', 'Khi thu hoạch: tránh va đập mạnh làm tổn thương trái gây nứt vỏ.']} | {'Dùng thuốc hóa học (tham khảo)': ['Hiện tại chưa có thuốc chuyên trị bệnh xì mủ cho cây măng cụt. Bà con có thể tham khảo các hoạt chất sau (thường dùng cho các cây trồng khác như sầu riêng, cam, quýt...): Amisulbrom, Dimethomorph, Fluopicolide + Fosetylalumilium, Phosphorous acid. (Lưu ý: Pha thuốc theo hướng dẫn trên bao bì, không lạm dụng).']} | {'Thuốc trị chuyên dụng (Phy FusaCo & Nano Cu Gold)': ['Thành phần:', '  - Phy FusaCo: Bacillus subtilis, Trichoderma spp, Chaetomium spp (1,5 x 10^8 CFU/ml); các hoạt chất kháng sinh sinh học và nano chitosan.', '  - Nano Cu Gold: Cu (Đồng): 15.000 mg/l với tỷ trọng 1,1.', 'Công dụng:', '  - Tiêu diệt nấm Phytophthora, bọ trĩ gây hại.', '  - Tăng cường sức đề kháng cho cây.', '  - Phòng ngừa một số bệnh hại liên quan như thán thư, sương mai, thối gốc.', 'Hướng dẫn sử dụng:', '  - Bước 1: Loại bỏ các đốm xì mủ trên thân cây, cạo bớt phần vỏ hỏng.', '  - Bước 2 (Điều trị): Pha hỗn hợp 100ml Phy FusaCo + 100ml Nano Cu Gold + 5 lít nước và xịt lên khu vực nhiễm bệnh và xung quanh cây măng cụt.', '  - Bước 3 (Phòng ngừa): Phun phòng với hỗn hợp 250ml Phy FusaCo + 500ml Nano Cu Gold + 400 lít nước. Cách 10 – 15 ngày phun 1 lần.']}"
Chuối,Bệnh khảm lá chuối (còn gọi là bệnh khảm virus),"Do Virus Cucumber Mosaic gây ra. | Virus tấn công và xâm nhập vào cây thông qua những vết chích hút của côn trùng hoặc qua các vết thương hở sau khi thu hoạch. | Những giống chuối có khả năng chống chịu kém hoặc sinh trưởng kém dễ bị vi rút tấn công hơn. | Điều kiện phát triển thuận lợi: Cây chuối ở giai đoạn non, còn mềm, xanh tươi; môi trường ẩm ướt, mưa nhiều, nhiệt độ từ 25 độ C đến 30 độ C; vườn chuối có tán dày, rậm rạp, thiếu ánh sáng mặt trời.","Trên lá cây chuối xuất hiện những sọc màu vàng nhạt, xuất hiện từ cuống lá đến hết toàn lá. | Những dấu bệnh có màu vàng chạy dọc theo gân của lá chuối. | Những sọc mới sẽ có màu vàng, thời gian sau sẽ chuyển sang màu đen, xen lẫn những đốm vàng hình bầu dục. | Nếu tấn công giai đoạn cây con: cây bị còi cọc, kém phát triển, lá nhỏ, biến dạng, cây không thể ra hoa, đậu quả. Nếu nặng có thể làm chết cây trong thời gian ngắn. | Nếu tấn công giai đoạn cây trưởng thành: buồng chuối sẽ cho quả nhỏ, quả chuối sẽ bị biến dạng.","{'phương pháp': 'Phòng ngừa và chăm sóc', 'chi tiết': ['Canh tác những giống chuối khỏe mạnh, có sức chống chịu tốt với nấm, vi rút và điều kiện thời tiết bất lợi.', 'Thường xuyên dọn dẹp cỏ dại xung quanh gốc cây và vườn để loại bỏ côn trùng gây hại (rệp sáp, bọ trĩ, rầy mềm,...).', 'Xây dựng hệ thống thoát nước trong vườn, để đất có độ tơi xốp hơn.', 'Thường xuyên kiểm tra và cắt bỏ bớt những lá bị già, khô,...', 'Kiểm tra vườn chuối thường xuyên để phát hiện sớm các dấu bệnh và có biện pháp xử lý kịp thời.']} | {'phương pháp': 'Sử dụng thuốc sinh học', 'chi tiết': ['Sử dụng sản phẩm sinh học Tribe Vacci Gold (new).', 'Thành phần: Chitosan (1.000 ppm), pHH20: 5.2, Tỷ trọng: 1.12; chứa hàng tỷ tế bào nấm đối kháng Chaetomium spp và các hoạt chất sinh học (Enzyme ngoại bào, chất chuyển hóa như Chaetoglobosin C, Chaetomanone và Rotiorins); kết hợp với các chủng vi khuẩn mạnh Rhodopseudomonas spp trên nền chitosan ở dạng Nano bền vững.', 'Công dụng: Xử lý dứt điểm virus gây bệnh khảm lá, cô lập các chủng vi rút gây hại, hạn chế tình trạng cây chuối bị héo rũ, khô xơ, cháy lá, chùn đọt, nâng cao sức đề kháng, giúp tăng sản lượng chuối.', 'Hướng dẫn sử dụng:', '- Phun trị: Dùng 250ml Tribe Vacci Gold (new) hòa tan với 400-600 lít nước, phun hoặc tưới kỹ các bộ phận của cây và khu vực dưới gốc. Phun định kỳ 5-7 ngày/lần.', '- Phun phòng: Dùng 250ml Tribe Vacci Gold (new) hòa tan với 800-1000 lít nước. Phun định kỳ 1-2 lần/tháng.', '- Nếu vườn chuối suy yếu nặng: có thể sử dụng thêm 100ml sản phẩm VI AMEN với 300 lít nước để cây khỏe mạnh hơn.', '- Có thể sử dụng với kỹ thuật phun máy bay.', '- Có thể tham khảo ý kiến kỹ sư nông nghiệp để sử dụng kết hợp với các sản phẩm sinh học khác.']}"
