ten_cay,loai_benh,nguyen_nhan,trieu_chung,cach_dieu_tri
Cây dừa,Sương mai,"Không được nêu cụ thể trong bài viết cho cây dừa, nhưng được đề cập là do nấm Collectotricum, Fusarium, Phytopthora gây ra và thuốc Phy FusaCo có tác dụng xử lý.",Không được nêu cụ thể trong bài viết cho cây dừa.,Sử dụng thuốc sinh học Phy FusaCo (tham khảo hướng dẫn chung của nhà sản xuất cho việc phun để phòng và trị bệnh).
Cây dừa,Nấm hồng,"Không được nêu cụ thể trong bài viết cho cây dừa, nhưng được đề cập là loại nấm gây bệnh mà thuốc Phy FusaCo có tác dụng chống chịu.",Không được nêu cụ thể trong bài viết cho cây dừa.,Sử dụng thuốc sinh học Phy FusaCo (tham khảo hướng dẫn chung của nhà sản xuất cho việc phun để phòng và trị bệnh).
Cây dừa,Loét vi khuẩn,"Không được nêu cụ thể trong bài viết cho cây dừa, nhưng được đề cập là loại vi khuẩn gây bệnh mà thuốc Phy FusaCo có tác dụng chống chịu.",Không được nêu cụ thể trong bài viết cho cây dừa.,Sử dụng thuốc sinh học Phy FusaCo (tham khảo hướng dẫn chung của nhà sản xuất cho việc phun để phòng và trị bệnh).
Cây dừa,Đốm lá,"Không được nêu cụ thể trong bài viết cho cây dừa (ngoài các loại nấm gây cháy lá). Tuy nhiên, thuốc Phy FusaCo có tác dụng chống chịu các loại bệnh đốm lá.","Không được nêu cụ thể trong bài viết cho cây dừa (ngoại trừ các đốm vàng, nâu của bệnh cháy lá).",Sử dụng thuốc sinh học Phy FusaCo (tham khảo hướng dẫn chung của nhà sản xuất cho việc phun để phòng và trị bệnh).
"Mọi loại cây trồng (bao gồm cà phê, lúa, hồ tiêu, cà chua, dưa leo, ớt, bí...)",Tuyến trùng hại rễ (ký sinh trùng gây hại rễ),"Do các loài tuyến trùng ký sinh (như Rotylenchulus, Meloidogyne, Tylenchulus) tấn công và chích hút dinh dưỡng từ rễ cây. Tuyến trùng phát triển mạnh trong điều kiện đất ẩm, pH thấp, ít oxy và mật độ rễ dày.","Cây héo úa, còi cọc, chậm phát triển, thiếu dinh dưỡng. Lá vàng, xoăn, rụng sớm, chồi non chết khô. Trên rễ: xuất hiện nhiều u sần (đặc biệt với nhóm nội ký sinh và bán nội ký sinh), rễ tơ bị thối hoặc hoại tử (với nhóm ngoại ký sinh), rễ ngắn lại. Cây suy yếu, dễ bị nhiễm nấm, vi khuẩn hoặc virus khác. Giảm năng suất nghiêm trọng.","{'Biện pháp chung': 'Kết hợp đồng bộ các biện pháp canh tác, vật lý, sinh học và sử dụng thuốc trừ tuyến trùng.'} | {'Biện pháp canh tác': ['Luân canh cây trồng (với các cây không phải ký chủ như đậu phộng, lúa nước, cỏ vetiver).', 'Chọn giống cây trồng kháng tuyến trùng, khỏe mạnh, không mang mầm bệnh.', 'Quản lý cỏ dại hợp lý (cắt tỉa thường xuyên để tránh cạnh tranh dinh dưỡng).', 'Vệ sinh vườn nhà (nhổ bỏ và tiêu hủy cây bị hại, dọn sạch tàn dư thực vật, làm đất kỹ và phơi ải đất 2-3 tuần trước vụ mới).', 'Bón phân hợp lý (ưu tiên phân hữu cơ hoai mục hoặc phân vi sinh, tránh lạm dụng phân đạm).', 'Tưới tiêu đúng liều lượng (giữ ẩm vừa phải, tránh đọng nước, thường xuyên xới xáo làm tơi đất).']} | {'Phương pháp vật lý': ['Xử lý nhiệt đất (phơi đất dưới ánh nắng mạnh 4-6 tuần với màng phủ nông nghiệp, nhiệt độ trên 60°C để tiêu diệt tuyến trùng, nấm bệnh và cỏ dại).']} | {'Trồng cây xua đuổi tuyến trùng': ['Trồng xen canh hoặc quanh vườn các loại cây có tinh dầu và hợp chất tự nhiên ức chế tuyến trùng như cây vạn thọ, hoa sao nhái, cây cúc dại.']} | {'Biện pháp sinh học': ['Sử dụng các chế phẩm sinh học chứa vi sinh vật có khả năng ức chế hoặc tiêu diệt tuyến trùng (như nấm Paecilomyces lilacinus, Chaetomium spp, Trichoderma spp., vi khuẩn Bacillus firmus,...).']} | {'Sử dụng thuốc tuyến trùng Padave Cha sinh học': {'Thành phần chính': 'Paecilomyces lilacinus (10^6 CFU/g), bột Talc, tổ hợp các chủng vi sinh vật có lợi (Verticillium spp, Trichoderma spp, Chaetomium spp, Actinomycetes sp, Bacillus subtilis, Rhodopseudomonas sp, Saccharomyces cerevisiae).', 'Công dụng': 'Tiêu diệt các loại tuyến trùng nội sinh, ngoại sinh, ngăn chặn sự phát triển; kích thích ra rễ mới, bảo vệ bộ rễ, nâng pH và hỗ trợ phát triển hệ vi sinh vật có lợi.', 'Hướng dẫn sử dụng': {'Phun trị': 'Pha 1kg Padave Cha với 400 lít nước, tưới trực tiếp vùng gốc dưới tán cây. Áp dụng định kỳ 2-3 lần.', 'Phun phòng': 'Pha 1kg Padave Cha với 800 lít nước, tưới trực tiếp vùng gốc dưới tán cây. Thực hiện định kỳ 3 lần/năm.'}, 'Lưu ý khi sử dụng': ['Đảm bảo giữ ẩm cho đất vào trước và sau khi dùng.', 'Liều sử dụng: 2-4kg/ha (điều chỉnh theo độ lớn tán cây và mức độ gây hại).', 'Có thể trộn với phân bón vô cơ, hữu cơ và các chế phẩm sinh học khác.', 'Bảo quản nơi thoáng mát, khô ráo, tránh ánh nắng trực tiếp, xa tầm tay trẻ em.'], 'Thời điểm sử dụng': 'Tưới gốc khi đất có độ ẩm tốt, tránh đất quá khô hoặc ngập nước. Giữ ẩm cho đất trước và sau khi dùng để thuốc thấm sâu và hiệu quả.'}}"
Cây cà phê,Nấm hồng,"Do nấm Corticicum salmonicolor. Sinh sôi và phát triển nhanh chóng khi điều kiện độ ẩm trong vườn cao, có nhiều ánh sáng (tháng 6, 7 và cao điểm vào tháng 9).","Trên cành và quả xuất hiện những chấm nhỏ màu trắng trông giống như bụi phấn, sau đó phát triển thành một lớp phấn mỏng màu hồng. Vết bệnh thường nằm ở mặt dưới cành hoặc bắt đầu từ cuống quả.","{'Phòng ngừa (Kỹ thuật canh tác chung cho nấm bệnh)': ['Lựa chọn giống cà phê kháng bệnh, khỏe mạnh, sạch bệnh.', 'Vệ sinh vườn sạch sẽ, thu gom và tiêu hủy rác thải, tàn dư mùa vụ trước.', 'Trồng cây với mật độ hợp lý để vườn thông thoáng, đủ ánh sáng.', 'Thường xuyên kiểm tra vườn, cắt bỏ cành, lá bị nấm bệnh để hạn chế lây lan.', 'Bón phân đầy đủ, cân đối, tăng cường phân hữu cơ và chế phẩm sinh học cải tạo đất.', 'Hạn chế xới xáo đất, tưới tràn để tránh lây lan mầm bệnh qua nước.', 'Tránh gây vết thương cho cây trong quá trình làm vườn.', 'Sử dụng các chế phẩm sinh học để tiêu diệt tận gốc nấm bệnh.'], 'Sản phẩm khuyến nghị': ['Bộ đôi Phy FusaCo + Nano Cu Gold.', 'Thành phần: Phy FusaCo (Trichoderma spp, Chaetomium spp, Bacillus subtilis: 1,5×10^8 CFU/ml, Enzyme ngoại bào); Nano Cu Gold (Đồng (Cu) 15.000 mg/l).', 'Công dụng: Phòng trừ tận gốc các loại nấm bệnh (Colletotrichum, Fusarium, Phytophthora gây nứt thân, thán thư, ghẻ loét); tăng tính kháng khuẩn, nâng cao khả năng kháng bệnh; loại bỏ rong rêu, nấm mốc; giúp cây khỏe mạnh, phục hồi nhanh, cung cấp vi lượng.', 'Hướng dẫn sử dụng:', '- Tình trạng nhẹ: Pha 250ml Phy FusaCo + 500ml Nano Cu Gold với 400ml nước sạch. Phun đều lên toàn cây từ 5 – 7 ngày/lần (phòng bệnh: 10 – 15 ngày/lần).', '- Tình trạng nặng: Pha 100ml Phy FusaCo + 100ml Nano Cu với 5 lít nước sạch. Phun tưới đều lên cây trồng và khu vực xung quanh vườn.', 'Lưu ý: Không tùy ý trộn với thuốc hóa học khác; bảo quản nơi khô ráo, thoáng mát; phun vào những ngày mát mẻ, lặng gió.', 'Thời điểm phun thuốc: Ngay khi phát hiện vết bệnh đầu tiên, lặp lại theo hướng dẫn (thường 7-10 ngày); khi cây vừa thu hoạch xong; trước và sau đợt mưa lớn kéo dài. Phun kỹ cả mặt trên và dưới lá, cành. Tưới trực tiếp vào vùng gốc và vết bệnh trên thân đối với nấm thân/rễ.']}"
Cây cà phê,Thối rễ tơ,"Nấm bệnh tấn công, đặc biệt ở vườn cà phê kinh doanh. Các nguyên nhân chung của nấm bệnh bao gồm môi trường ẩm ướt, tưới nước không hợp lý gây ứ đọng, vườn không thông thoáng, thiếu dưỡng chất làm cây suy yếu, vệ sinh vườn kém.","Hệ thống rễ tơ bị thối, chết dần từ phần chóp rễ. Cây không thể hút được nước và chất dinh dưỡng, khiến cây héo dần rồi chết đi.",Xem mục 'cách điều trị' của 'Nấm hồng' vì bài viết cung cấp giải pháp tổng thể cho nấm bệnh.
Cây cà phê,Gỉ sắt,"Do nấm Hemileia vastatrix. Gây hại mạnh nhất trên cây cà phê chè, ít hơn trên cà phê vối (khoảng 50%). Thường xuất hiện vào đầu mùa mưa.","Vết bệnh xuất hiện ở mặt dưới của lá, bắt đầu là những chấm nhỏ màu vàng nhạt, sau đó lớn dần thành màu vàng cam và lá bị cháy. Các vết bệnh lớn có thể liên kết với nhau dẫn đến cháy toàn bộ lá. Lá rụng dần, cây bị kiệt sức, cho sản lượng kém và có thể bị chết, khó hồi phục.",Xem mục 'cách điều trị' của 'Nấm hồng' vì bài viết cung cấp giải pháp tổng thể cho nấm bệnh.
Cây cà phê,"Khô cành, khô quả","Nấm bệnh thường bắt đầu phát triển vào mùa mưa, đỉnh cao của bệnh là vào khoảng tháng 10. Các nguyên nhân chung của nấm bệnh cũng góp phần.","Trái cà phê bắt đầu xuất hiện triệu chứng thối đen đầu quả, làm quả bị rụng non. Trên cành và quả xuất hiện những vết nhỏ màu vàng nâu hoặc màu nâu, sau đó lan rộng, có màu nâu sẫm và lõm sâu. Những vết bệnh này lan dần ra khắp vỏ quả, cành lá, làm cho các bộ phận này bị đen, khô và rụng dần đi.",Xem mục 'cách điều trị' của 'Nấm hồng' vì bài viết cung cấp giải pháp tổng thể cho nấm bệnh.
Cây cà phê,Lở cổ rễ,"Do nấm Rhizoctonia solani. Thường xuất hiện ở các vườn ươm có độ ẩm cao, ít được thông thoáng, đất trong bầu bị dí chặt, ít xới xáo, chăm sóc kỹ. Mầm bệnh có thể bị lây lan qua việc làm cỏ, cuốc xới, hoặc từ cây con đã nhiễm bệnh trong vườn ươm.","Trên cây con: phân thân tiếp giáp với mặt đất (cổ rễ) bị thối đen và teo lại. Trên cây 1, 2 tuổi: vàng lá, sinh trưởng chậm, một phần cổ rễ của cây bị khuyết dần.",Xem mục 'cách điều trị' của 'Nấm hồng' vì bài viết cung cấp giải pháp tổng thể cho nấm bệnh.
Cây cà phê,Thối rễ cọc,"Thường xuất hiện chủ yếu ở các vườn cà phê kiến thiết cơ bản, những vườn cà phê được trồng lại trên đất khai hoang, ít được chăm sóc,… Các nguyên nhân chung của nấm bệnh cũng góp phần.","Rễ cọc của cây cà phê sẽ bị thối và đứt ngang. Cây sẽ bị vàng lá rất rõ trong giai đoạn cuối mùa mưa, đầu mùa khô. Những cây bị bệnh rất dễ nhổ lên bằng tay, ở những cây bị nấm tấn công mạnh thì rễ tơ cũng sẽ bị thối.",Xem mục 'cách điều trị' của 'Nấm hồng' vì bài viết cung cấp giải pháp tổng thể cho nấm bệnh.
Sầu riêng,Lở cổ rễ,"Do nấm Phytophthora palmivora gây ra. | Sợi nấm và bào tử nấm lưu tồn trong đất, tàn dư thực vật từ mùa trước, hay trong các vết thương hở của cây. | Gặp điều kiện thuận lợi như gió mạnh, mưa nhiều, độ ẩm cao làm nấm phát tán nhanh. | Điều kiện môi trường và quản lý kém: | Đất ngập úng và có độ ẩm cao trong thời gian dài. | Đất không cải tạo định kỳ hoặc xử lý trước khi trồng (kém tơi xốp, bị nén chặt, ít vi sinh vật có lợi, tuyến trùng trong đất cắn hại rễ tạo vết thương). | Độ pH của đất không phù hợp (quá chua hoặc quá cao làm hệ vi sinh trong đất bị đảo lộn, ảnh hưởng sức khỏe cây, bị nhiễm kim loại nặng gián tiếp làm suy yếu cây). | Sự biến động đột ngột của nhiệt độ làm cây stress, sức khỏe suy yếu, dễ nhiễm nấm.","Gây thối phần cổ rễ cây, vàng lá, suy kiệt và chết nhanh. | Vỏ cây bị ướt (dễ phát hiện vào buổi sáng sớm). | Khoét sâu vào bên trong thấy phần gỗ bị thâm đen, có nhựa nớt có mùi hôi thối. | Xới đất ở phần gốc cây thấy vùng rễ bị hư hỏng toàn bộ. | Nấm bệnh gây hại đến lá và các chồi non của cây sầu riêng (lá bị chết khô, ảnh hưởng quá trình quang hợp). | Các quả non cũng dễ bị nhiễm bệnh khi độ ẩm môi trường cao (vết bệnh phát triển nhanh, ăn sâu vào phần thịt quả, làm hư thối cả quả).","**Phòng ngừa:** | Lựa chọn giống sầu riêng khỏe mạnh, sạch bệnh, có sức chống chịu tốt. | Lựa chọn đất trồng không bị ngập úng và có khả năng thoát nước tốt (như đất đỏ bazan). | Trồng sầu riêng với mật độ hợp lý để vườn được thông thoáng, dễ dàng hấp thụ ánh sáng mặt trời. | Tưới nước, cung cấp các chất dinh dưỡng cho cây tùy theo thời kỳ sinh trưởng. | Xây dựng hệ thống thoát nước phù hợp để nước được thoát nhanh trong mùa mưa, tránh làm úng nước. | Thực hiện tỉa cành, tạo tán cây phù hợp để vườn trồng được thông thoáng, hạn chế ẩm ướt. | Thường xuyên thăm nom, kiểm tra vườn trồng để sớm phát hiện dấu vết bệnh. | **Xử lý khi đã bị bệnh:** | Dùng dao sắc đã được khử trùng cạo nhẹ toàn bộ phần vỏ và gỗ bị thối đen ở vùng cổ rễ (cạo lan sang phần không bị nhiễm khoảng 0.5 – 1cm). | Vệ sinh vết thương, dùng vôi đặc để quét lên vết cạo. | Thu gom toàn bộ vết vỏ vừa cạo ra đem đi tiêu hủy để tránh lây lan mầm bệnh. | Phun thêm thuốc đặc trị cây sầu riêng bị lở cổ rễ để tiêu diệt nấm gây bệnh chính và giúp cây mau phục hồi. | Nếu bới đất quan sát bộ rễ có vài chỗ bị nổi cục, sần sùi (do tuyến trùng gây ra), cần dùng thuốc phun chuyên trị tuyến trùng (như Padave Cha). | Bổ sung dinh dưỡng bằng phân bón lá sinh học để hồi phục nhanh chóng (do bộ rễ đang bị tổn thương). | Khi rễ bắt đầu hồi phục, bón thêm các loại phân hữu cơ vi sinh và hàm lượng NPK vừa phải (tỷ lệ: 10 – 30 – 10) để tránh làm xót rễ non. | **Thuốc đặc trị khuyến nghị:** Padave Cha (chế phẩm sinh học) | Thành phần: Paecilomyces lilacinus (10^6CFU/g), Bộ Taclc vừa đủ, tổ hợp các chủng vi sinh vật có lợi (Trichoderma spp, Actinomyces sp, Verticillium spp, Chaetomium spp, Bacillus subtilis, Rhodopseudomonas sp, Saccharomyces cerevisiae). | Công dụng: Diệt trừ tuyến trùng (ngoại sinh, nội dinh), kích thích hình thành rễ mới, bảo vệ bộ rễ khỏe mạnh, cải thiện pH và tạo môi trường thuận lợi cho vi sinh vật có lợi, hiệu quả bền vững, an toàn cho cây và đất. | Hướng dẫn sử dụng: | Phun trị: Pha 1kg thuốc vào 400 lít nước, tưới trực tiếp vào vùng gốc dưới tán cây, định kỳ 2 – 3 lần. | Phun phòng: Pha 1kg thuốc vào 800 lít nước, tưới trực tiếp vào vùng gốc dưới tán cây, mỗi năm tưới định kỳ 3 lần."
Lan,,,,
Sầu riêng,"Tuyến trùng rễ (bao gồm tuyến trùng sưng rễ Meloidogyne spp., tuyến trùng thối rễ Pratylenchus spp., tuyến trùng kim Tylenchorhynchus spp.)","Tuyến trùng (thuộc ngành Giun tròn) có kích thước rất nhỏ, sống ký sinh trong các mô tế bào của cây, chủ yếu tấn công vào hệ thống rễ. | Xâm nhập vào rễ sầu riêng thông qua các vết thương do canh tác hoặc côn trùng chích hút. | Hút chất dinh dưỡng của cây, bơm độc tố vào bên trong, gây tắc nghẽn mạch dẫn. | Phát triển mạnh nhất vào đầu và giữa mùa mưa (tháng 5-8 Dương lịch) do độ ẩm đất cao, thậm chí ngập úng cục bộ, tạo môi trường lý tưởng cho tuyến trùng di chuyển, sinh sản và lây lan. | Giai đoạn sau thu hoạch và trước khi ra hoa khi cây cần phục hồi và tích lũy dinh dưỡng. | Đất ẩm liên tục do tưới tiêu không hợp lý.","{'Tổng quan': 'Cây còi cọc, vàng lá, kém phát triển, suy yếu nghiêm trọng, giảm năng suất và chất lượng trái. Tuyến trùng còn mở đường cho các loại nấm (Fusarium, Phytophthora) và vi khuẩn gây bệnh khác tấn công, dẫn đến thối rễ, vàng lá, cây chết hàng loạt.', 'Trên rễ': ['Tổn thương nghiêm trọng, phá hủy các mô rễ, làm suy giảm đáng kể khả năng hấp thụ nước và chất dinh dưỡng.', 'Rễ bị phình to, xuất hiện các nốt u sần đặc trưng tại vị trí chích hút (do tuyến trùng nội ký sinh Meloidogyne spp.).', 'Thối rữa trên rễ cây, rễ trở nên mềm đen, dễ gãy, có mùi hôi khó chịu (do tuyến trùng ngoại ký sinh Pratylenchus spp.).', 'Mất tính liên kết với thân cây, tạo sự phân tách và mất điểm tựa của rễ, khiến cây dễ đổ bởi gió.'], 'Trên thân cây': ['Cây còi cọc, có dáng thon ở phía trên và hẹp hơn ở phía dưới, giảm độ ổn định, cây dễ bị đổ ngã.', 'Thân cây héo rũ, bị bẻ cong, cong vênh một cách không tự nhiên.', 'Nhánh cây có độ phân lóng ngắn, khoảng cách giữa các nút lá trên nhánh gần nhau hơn.'], 'Trên lá': ['Biến dạng, méo mó, thay đổi màu sắc (có các vết đốm màu nâu, đỏ hoặc đen).', 'Lá có thể bị co lại, biến thành hình dạng không đều.', 'Lá bị khô và rụng sớm, ảnh hưởng đến quá trình quang hợp.']}","{'Phòng ngừa và kỹ thuật canh tác': ['Đảm bảo cây sầu riêng được cung cấp đầy đủ nước và độ ẩm, tránh tình trạng thiếu nước hoặc độ ẩm quá thấp (tạo điều kiện cho tuyến trùng) nhưng cũng tránh úng nước.', 'Chăm sóc rễ và thân cây sầu riêng khỏe mạnh, không bị tổn thương.', 'Điều chỉnh lượng phân bón phù hợp, tránh sử dụng quá nhiều đạm.', 'Vệ sinh khu vườn, dọn dẹp lá rụng, vỏ cây, mảnh vụn để hạn chế ẩm mốc và nước đọng.', 'Chọn lựa các giống cây sầu riêng sạch bệnh.', 'Đảm bảo đất trồng cây không tồn đọng tàn dư thực vật của các vụ trước.'], 'Thuốc hóa học': ['Sử dụng khi cây bị tuyến trùng tấn công nặng, suy yếu nhanh (giải pháp cấp bách, hiệu quả nhanh chóng).', 'Lưu ý: Sử dụng đúng liều lượng, đúng thời điểm để tránh ảnh hưởng xấu đến đất đai và môi trường.', 'Cảnh báo tác dụng phụ: thoái hóa, chai sần đất; tiêu diệt động vật thiên địch; ô nhiễm môi trường; gây bệnh cho con người. Nên chuyển sang thuốc sinh học khi tình trạng thuyên giảm.'], 'Thuốc sinh học (Đề xuất: Padave Cha)': {'Thành phần chính': 'Paecilomyces lilacinus: 10^6 CFU/g, Bột Talc vừa đủ, tổ hợp các chủng vi sinh vật có lợi (Verticillium spp, Trichoderma spp, Chaetomium spp, Actinomyces sp, Bacillus subtilis, Rhodopseudomonas sp, Saccharomyces cerevisiae).', 'Công dụng': ['Diệt tuyến trùng nội sinh, ngoại sinh và bán nội ký sinh, ngăn chặn sự phát triển từ trứng.', 'Kích thích cây trồng ra rễ mới, bảo vệ bộ rễ.', 'Nâng độ pH của đất trồng, phát triển hệ vi sinh vật có lợi và hạn chế sinh trưởng của tuyến trùng.', 'Cân bằng hệ vi sinh vật trong đất, giúp cây phát triển ổn định và bền vững. Hiệu quả vượt trội, lâu dài và không gây độc hại.'], 'Hướng dẫn sử dụng': ['**Để trị bệnh:** Dùng 1kg Padave Cha với 400 lít nước, tưới trực tiếp lên vùng gốc dưới tán cây. Sử dụng 2 – 3 lần.', '**Để phòng bệnh:** Dùng 1kg Padave Cha với 800 lít nước, tưới trực tiếp vào vùng gốc dưới tán cây. Sử dụng 3 lần/năm.'], 'Lưu ý khi sử dụng': ['Duy trì độ ẩm thích hợp của đất trước và sau khi sử dụng sản phẩm.', 'Liều lượng sử dụng từ 2-4 kg/ha tùy thuộc vào độ lớn của tán và mức độ gây hại của tuyến trùng.', 'Có thể trộn Padave Cha với các loại phân bón vô cơ, hữu cơ và các chế phẩm sinh học khác.', 'Bảo quản sản phẩm tại nơi khô ráo, thoáng mát và tránh xa tầm tiếp cận của trẻ em.']}}"
Cây (chung),Thối rễ,"Tưới quá nhiều nước: Hàm lượng nước trong đất quá lớn, lấp kín khe hở khiến không khí không thể lưu thông, gây thiếu oxy và thối rễ. | Đất có độ chua cao: Môi trường đất chua làm hỏng bộ rễ, giảm khả năng hấp thụ dinh dưỡng. | Dư thừa phân bón: Lượng phân bón quá nhiều gây sót, khô cháy rễ.","Lá non chuyển màu từ nhạt dần sang vàng hẳn và khô héo; bộ rễ không thể hoạt động bình thường, kéo theo thân, cành, lá không phát triển, dần bị khô héo và chết.","Xử lý bộ rễ: Loại bỏ những phần rễ bị thối, khô héo, làm sạch bộ rễ. | Điều chỉnh lượng nước tưới: Sử dụng nước máy đã để ngoài 24 giờ, hoặc nước mưa, nước giếng; tưới đủ độ ẩm, không quá nhiều. | Phòng chống: Cân bằng độ ẩm bằng cách dùng hydrogel (trộn với đất) để duy trì độ ẩm ổn định quanh rễ."
Cây (chung),"Sâu, côn trùng tấn công","Các loài sâu, côn trùng tấn công.","Lá xuất hiện các vết cắn; gây tổn thương lên lá, cành, thân và bộ rễ; sức đề kháng của cây suy giảm nghiêm trọng; vàng lá, chết đi vì khô bệnh.","Dùng miếng bọt biển hoặc tăm bông nhúng nước xà phòng để tẩy rửa phần bị bệnh. | Phun trị bằng chế phẩm sinh học Mebe Pa để tiêu diệt sâu, côn trùng."
